stationTime,Temperatura_rio_mapa,Temperatura_totui
2023-06-23 17:05:00,32.9,25.88
2023-06-23 17:15:00,32.69,25.51
2023-06-23 17:20:00,32.54,25.4
2023-06-23 17:25:00,32.43,25.29
2023-06-23 17:30:00,32.33,25.13
2023-06-23 17:35:00,32.22,25.03
2023-06-23 17:40:00,32.12,24.76
2023-06-23 17:45:00,31.8,24.55
2023-06-23 17:50:00,31.54,24.44
2023-06-23 17:55:00,31.28,24.23
2023-06-23 18:00:00,31.28,24.23
2023-06-23 18:05:00,31.28,24.02
2023-06-23 18:10:00,31.22,23.75
2023-06-23 18:15:00,31.38,23.59
2023-06-23 18:20:00,31.28,23.54
2023-06-23 18:25:00,31.12,23.38
2023-06-23 18:30:00,30.75,23.16
2023-06-23 18:35:00,30.49,22.95
2023-06-23 18:40:00,30.43,22.74
2023-06-23 18:45:00,30.33,22.58
2023-06-23 18:50:00,30.22,22.58
2023-06-23 18:55:00,30.17,22.58
2023-06-23 19:00:00,30.22,22.42
2023-06-23 19:05:00,30.33,22.42
2023-06-23 19:10:00,30.22,22.37
2023-06-23 19:15:00,30.17,22.15
2023-06-23 19:20:00,30.22,21.99
2023-06-23 19:25:00,30.33,21.94
2023-06-23 19:30:00,30.28,21.89
2023-06-23 19:35:00,30.17,21.99
2023-06-23 19:40:00,30.12,21.94
2023-06-23 19:45:00,30.12,21.83
2023-06-23 19:50:00,30.07,21.83
2023-06-23 19:55:00,29.91,21.78
2023-06-23 20:00:00,29.86,21.67
2023-06-23 20:05:00,29.75,21.62
2023-06-23 20:10:00,29.7,21.51
2023-06-23 20:15:00,29.7,21.41
2023-06-23 20:20:00,29.75,21.3
2023-06-23 20:25:00,29.65,21.35
2023-06-23 20:30:00,29.54,21.25
2023-06-24 07:45:00,26.28,19.06
2023-06-24 07:55:00,26.44,19.28
2023-06-24 10:15:00,31.96,23.64
2023-06-24 10:35:00,32.22,24.34
2023-06-24 10:45:00,31.8,24.18
2023-06-24 11:35:00,33.8,25.4
2023-06-24 11:55:00,34.59,25.72
2023-06-24 12:10:00,33.32,25.93
2023-06-24 12:20:00,33.17,26.2
2023-06-24 12:35:00,33.01,25.19
2023-06-24 12:55:00,33.64,24.97
2023-06-24 13:05:00,34.48,25.29
2023-06-24 13:10:00,34.59,25.19
2023-06-24 13:15:00,35.16,25.35
2023-06-24 13:25:00,35.06,25.93
2023-06-24 13:35:00,34.43,26.41
2023-06-24 13:50:00,35.27,27.1
2023-06-24 14:00:00,34.95,27.32
2023-06-24 14:15:00,33.9,27.32
2023-06-24 14:55:00,35.11,27.53
2023-06-24 15:05:00,34.53,27.96
2023-06-24 15:10:00,34.69,27.96
2023-06-24 15:15:00,34.53,28.22
2023-06-24 15:20:00,34.38,28.17
2023-06-24 15:40:00,33.96,27.48
2023-06-24 15:55:00,33.32,27.0
2023-06-24 16:05:00,32.85,26.84
2023-06-24 16:15:00,33.01,26.84
2023-06-24 16:25:00,32.9,27.0
2023-06-24 16:30:00,32.75,26.78
2023-06-24 16:40:00,32.75,26.04
2023-06-24 16:45:00,32.64,25.67
2023-06-24 16:50:00,32.54,25.51
2023-06-24 16:55:00,32.38,25.45
2023-06-24 17:00:00,32.43,25.45
2023-06-24 17:05:00,32.54,25.35
2023-06-24 17:10:00,32.48,25.29
2023-06-24 17:15:00,32.38,25.24
2023-06-24 17:30:00,32.12,25.13
2023-06-24 17:40:00,31.96,24.81
2023-06-24 17:45:00,31.85,24.66
2023-06-24 17:55:00,31.59,24.39
2023-06-24 18:05:00,31.22,24.07
2023-06-24 18:10:00,31.06,23.91
2023-06-24 18:15:00,31.01,23.8
2023-06-24 18:20:00,30.96,23.7
2023-06-24 18:25:00,30.91,23.48
2023-06-24 18:30:00,30.7,23.38
2023-06-24 18:35:00,30.54,23.22
2023-06-24 18:40:00,30.43,23.06
2023-06-24 18:45:00,30.43,23.0
2023-06-24 18:50:00,30.43,22.79
2023-06-24 18:55:00,30.22,22.74
2023-06-24 19:00:00,30.17,22.63
2023-06-24 19:05:00,30.22,22.42
2023-06-24 19:10:00,30.33,22.37
2023-06-24 19:15:00,30.38,22.15
2023-06-24 19:20:00,30.54,22.15
2023-06-24 19:30:00,30.43,21.94
2023-06-24 19:35:00,30.28,21.89
2023-06-24 19:40:00,30.07,21.99
2023-06-24 19:45:00,29.86,21.78
2023-06-24 19:50:00,29.59,21.78
2023-06-24 19:55:00,29.38,21.89
2023-06-24 20:00:00,29.38,21.67
2023-06-25 07:10:00,26.55,19.7
2023-06-25 07:20:00,26.76,19.86
2023-06-25 07:40:00,26.91,20.18
2023-06-25 07:55:00,27.18,20.29
2023-06-25 08:25:00,27.49,20.72
2023-06-25 10:20:00,29.91,22.63
2023-06-25 12:45:00,33.38,24.81
2023-06-25 13:10:00,33.59,25.08
2023-06-25 13:20:00,33.17,25.29
2023-06-25 13:25:00,33.27,25.35
2023-06-25 13:35:00,33.96,25.83
2023-06-25 13:55:00,33.69,25.56
2023-06-25 14:05:00,33.96,25.77
2023-06-25 14:10:00,34.06,25.61
2023-06-25 14:20:00,33.85,25.56
2023-06-25 14:30:00,33.74,26.04
2023-06-25 14:40:00,33.59,26.15
2023-06-25 14:45:00,33.11,26.47
2023-06-25 14:55:00,33.64,26.47
2023-06-25 15:05:00,34.01,25.83
2023-06-25 15:10:00,34.01,25.88
2023-06-25 15:15:00,33.64,25.88
2023-06-25 15:20:00,33.59,25.61
2023-06-25 15:45:00,33.69,25.4
2023-06-25 15:55:00,33.06,25.03
2023-06-25 16:15:00,32.01,24.55
2023-06-25 16:25:00,31.54,24.34
2023-06-25 16:30:00,31.12,24.34
2023-06-25 16:40:00,29.44,24.23
2023-06-25 16:45:00,28.96,24.07
2023-06-25 16:50:00,28.81,24.18
2023-06-25 16:55:00,28.28,24.02
2023-06-25 17:00:00,27.65,24.02
2023-06-25 17:05:00,27.54,23.91
2023-06-25 17:10:00,27.44,23.8
2023-06-25 17:15:00,27.33,23.48
2023-06-25 17:20:00,27.07,22.9
2023-06-25 17:25:00,27.07,22.69
2023-06-25 17:30:00,27.07,22.1
2023-06-25 17:35:00,26.97,21.83
2023-06-25 17:40:00,26.91,21.51
2023-06-25 17:45:00,26.81,21.46
2023-06-25 17:50:00,26.76,21.3
2023-06-25 18:00:00,26.65,20.98
2023-06-25 18:05:00,26.6,20.98
2023-06-25 18:10:00,26.44,21.03
2023-06-25 18:15:00,26.44,20.93
2023-06-25 18:20:00,26.6,20.93
2023-06-25 18:25:00,26.44,20.98
2023-06-25 18:30:00,26.44,20.88
2023-06-25 18:35:00,26.49,20.82
2023-06-25 18:40:00,26.39,20.77
2023-06-25 18:45:00,26.39,20.66
2023-06-25 18:50:00,26.34,20.72
2023-06-25 18:55:00,26.39,20.66
2023-06-25 19:00:00,26.44,20.56
2023-06-25 19:05:00,26.49,20.66
2023-06-26 07:50:00,26.23,18.69
2023-06-26 07:55:00,26.23,18.64
2023-06-26 08:00:00,26.34,18.8
2023-06-26 11:00:00,30.38,22.42
2023-06-26 11:50:00,30.01,23.7
2023-06-26 12:50:00,30.91,23.27
2023-06-26 12:55:00,30.96,23.48
2023-06-26 13:15:00,32.06,24.44
2023-06-26 13:40:00,32.43,24.5
2023-06-26 13:50:00,32.69,24.5
2023-06-26 13:55:00,33.06,24.81
2023-06-26 14:00:00,32.96,25.29
2023-06-26 14:25:00,33.48,25.4
2023-06-26 14:40:00,33.48,25.83
2023-06-26 14:45:00,33.38,25.77
2023-06-26 14:50:00,33.59,26.15
2023-06-26 14:55:00,33.53,26.36
2023-06-26 15:00:00,33.64,26.52
2023-06-26 15:05:00,33.96,26.41
2023-06-26 15:10:00,34.32,26.57
2023-06-26 15:25:00,34.27,26.84
2023-06-26 15:30:00,34.64,26.57
2023-06-26 15:35:00,34.17,26.68
2023-06-26 15:50:00,34.01,26.94
2023-06-26 16:00:00,34.17,26.73
2023-06-26 16:05:00,34.27,26.68
2023-06-26 16:25:00,34.43,26.73
2023-06-26 16:55:00,33.27,26.78
2023-06-26 17:10:00,32.85,25.88
2023-06-26 17:15:00,32.75,25.67
2023-06-26 17:20:00,32.59,25.88
2023-06-26 17:25:00,32.54,25.51
2023-06-26 17:30:00,32.38,25.35
2023-06-26 17:35:00,32.27,25.03
2023-06-26 17:40:00,32.06,24.5
2023-06-26 17:50:00,31.91,24.12
2023-06-26 18:05:00,31.33,23.64
2023-06-26 18:45:00,30.12,23.43
2023-06-26 18:50:00,30.12,22.42
2023-06-26 18:55:00,30.17,22.26
2023-06-26 19:00:00,30.01,22.05
2023-06-26 19:20:00,29.65,22.15
2023-06-26 20:05:00,28.65,21.41
2023-06-26 20:10:00,28.65,21.41
2023-06-26 20:15:00,28.6,21.35
2023-06-27 07:00:00,26.7,18.64
2023-06-27 07:20:00,27.33,19.12
2023-06-27 11:05:00,33.43,25.51
2023-06-27 11:10:00,33.06,25.4
2023-06-27 11:15:00,32.96,25.51
2023-06-27 11:25:00,33.48,25.93
2023-06-27 11:55:00,34.11,26.52
2023-06-27 12:10:00,34.48,26.73
2023-06-27 12:15:00,34.69,27.37
2023-06-27 12:30:00,34.95,27.58
2023-06-27 12:35:00,34.95,27.58
2023-06-27 12:50:00,35.32,28.28
2023-06-27 12:55:00,35.11,28.33
2023-06-27 13:10:00,35.43,28.44
2023-06-27 13:25:00,35.27,28.49
2023-06-27 13:35:00,35.27,28.44
2023-06-27 13:40:00,35.58,28.38
2023-06-27 13:45:00,36.0,28.38
2023-06-27 13:55:00,35.79,28.7
2023-06-27 14:15:00,36.69,29.02
2023-06-27 14:20:00,36.32,29.18
2023-06-27 14:25:00,35.9,29.45
2023-06-27 14:30:00,35.74,29.55
2023-06-27 14:35:00,35.69,29.77
2023-06-27 14:50:00,36.16,29.45
2023-06-27 14:55:00,35.79,29.45
2023-06-27 15:15:00,36.53,29.29
2023-06-27 15:20:00,36.43,29.18
2023-06-27 16:00:00,33.64,28.49
2023-06-27 16:05:00,33.38,28.22
2023-06-27 16:20:00,32.96,27.8
2023-06-27 16:40:00,32.85,27.48
2023-06-27 17:15:00,31.91,26.31
2023-06-27 17:20:00,31.75,26.04
2023-06-27 17:25:00,31.59,25.88
2023-06-27 18:05:00,30.75,24.87
2023-06-27 18:10:00,30.59,24.66
2023-06-27 18:45:00,29.59,23.48
2023-06-27 18:50:00,29.44,23.32
2023-06-27 18:55:00,29.33,23.11
2023-06-27 19:30:00,28.91,22.31
2023-06-27 19:35:00,28.86,22.31
2023-06-27 19:40:00,28.81,22.21
2023-06-27 19:50:00,28.81,22.15
2023-06-27 19:55:00,28.75,22.05
2023-06-27 20:00:00,28.75,22.15
2023-06-27 20:05:00,28.75,22.15
2023-06-28 07:05:00,27.28,19.92
2023-06-28 08:00:00,28.96,21.46
2023-06-28 11:05:00,34.53,26.36
2023-06-28 13:15:00,35.79,28.28
2023-06-28 13:55:00,36.27,28.59
2023-06-28 14:00:00,36.37,29.02
2023-06-28 14:45:00,34.32,29.34
2023-06-28 14:50:00,34.01,29.13
2023-06-28 15:35:00,32.69,27.32
2023-06-28 16:10:00,31.49,26.68
2023-06-28 16:15:00,31.49,26.57
2023-06-28 17:00:00,30.8,26.04
2023-06-28 17:35:00,30.12,25.4
2023-06-28 17:40:00,30.17,25.35
2023-06-28 17:45:00,30.07,25.13
2023-06-28 18:25:00,29.12,23.48
2023-06-28 19:00:00,28.54,22.47
2023-06-28 19:45:00,28.17,21.51
2023-06-29 12:05:00,35.27,28.33
2023-06-29 12:15:00,35.9,28.01
2023-06-29 12:40:00,36.32,28.7
2023-06-29 13:55:00,37.84,30.25
2023-06-29 14:00:00,38.0,30.41
2023-06-29 14:10:00,37.79,30.46
2023-06-29 14:15:00,38.11,30.56
2023-06-29 14:20:00,38.16,30.94
2023-06-29 15:40:00,38.95,31.84
2023-06-29 16:00:00,38.63,32.37
2023-06-29 16:35:00,37.58,31.63
2023-06-29 16:55:00,37.21,31.58
2023-06-29 17:00:00,37.11,31.2
2023-06-29 17:05:00,36.95,30.67
2023-06-29 17:10:00,36.74,30.09
2023-06-29 17:15:00,36.64,29.61
2023-06-29 17:20:00,36.37,29.07
2023-06-29 17:25:00,36.16,28.65
2023-06-29 17:30:00,35.85,28.12
2023-06-29 17:35:00,35.58,27.69
2023-06-29 17:40:00,35.16,27.26
2023-06-29 17:45:00,34.8,26.84
2023-06-29 17:50:00,34.38,26.57
2023-06-29 18:25:00,32.75,25.03
2023-06-29 19:00:00,32.33,24.23
2023-06-29 19:10:00,32.17,23.8
2023-06-29 19:45:00,31.59,23.06
2023-06-29 20:00:00,30.91,22.74
2023-06-30 07:05:00,26.39,18.91
2023-06-30 07:10:00,26.6,19.17
2023-06-30 07:55:00,27.86,20.13
2023-06-30 08:00:00,27.86,20.29
2023-06-30 08:05:00,27.91,20.34
2023-06-30 08:10:00,28.07,20.61
2023-06-30 08:15:00,28.28,20.61
2023-06-30 08:20:00,28.49,20.93
2023-06-30 08:25:00,28.7,21.14
2023-06-30 08:30:00,28.91,21.19
2023-06-30 12:25:00,35.16,27.53
2023-06-30 13:05:00,35.32,28.06
2023-06-30 13:10:00,35.43,28.49
2023-06-30 13:15:00,35.53,28.01
2023-06-30 13:20:00,35.32,28.7
2023-06-30 13:35:00,35.48,28.54
2023-06-30 13:50:00,36.27,28.97
2023-06-30 14:30:00,36.48,30.03
2023-06-30 14:50:00,35.79,30.62
2023-07-05 11:40:00,34.53,26.52
2023-07-05 12:25:00,34.48,27.53
2023-07-05 13:25:00,35.22,28.06
2023-07-05 14:05:00,33.74,28.12
2023-07-05 14:15:00,33.22,28.17
2023-07-05 14:30:00,32.85,27.96
2023-07-05 15:40:00,35.06,27.48
2023-07-05 15:45:00,34.43,27.53
2023-07-05 16:10:00,32.96,26.25
2023-07-05 16:15:00,32.85,26.2
2023-07-05 16:25:00,32.33,25.77
2023-07-05 17:05:00,30.17,24.81
2023-07-05 17:15:00,30.22,24.39
2023-07-05 17:25:00,30.07,23.86
2023-07-05 17:35:00,29.75,23.59
2023-07-05 17:40:00,29.91,23.43
2023-07-05 17:45:00,30.07,23.22
2023-07-05 17:55:00,30.33,23.0
2023-07-05 18:00:00,30.12,22.79
2023-07-05 18:05:00,29.96,22.74
2023-07-05 18:10:00,29.8,22.63
2023-07-05 18:15:00,29.7,22.53
2023-07-05 18:20:00,29.59,22.37
2023-07-05 18:25:00,29.54,22.31
2023-07-05 18:35:00,29.49,22.05
2023-07-05 18:40:00,29.65,22.1
2023-07-05 18:45:00,29.65,21.89
2023-07-05 19:20:00,29.12,21.46
2023-07-06 07:00:00,26.65,18.21
2023-07-06 10:55:00,32.12,24.92
2023-07-06 11:00:00,32.12,24.76
2023-07-06 11:05:00,32.59,24.81
2023-07-06 11:15:00,32.64,24.5
2023-07-06 11:35:00,33.27,25.72
2023-07-06 12:15:00,33.85,26.47
2023-07-06 12:20:00,34.01,26.57
2023-07-06 12:50:00,32.85,26.15
2023-07-06 13:15:00,31.75,25.67
2023-07-06 13:20:00,31.43,25.24
2023-07-06 13:35:00,31.28,25.13
2023-07-06 13:45:00,31.38,24.97
2023-07-06 14:05:00,30.8,24.55
2023-07-06 14:10:00,30.59,24.44
2023-07-06 14:15:00,30.38,24.39
2023-07-06 14:25:00,30.28,24.18
2023-07-06 14:30:00,30.07,23.96
2023-07-06 14:40:00,29.86,24.02
2023-07-06 14:45:00,29.86,23.91
2023-07-06 15:10:00,29.59,23.64
2023-07-06 15:15:00,29.59,23.59
2023-07-06 15:55:00,29.44,22.79
2023-07-06 16:15:00,29.65,22.95
2023-07-06 16:20:00,29.7,22.79
2023-07-06 16:45:00,30.17,23.0
2023-07-06 16:50:00,30.07,23.11
2023-07-06 16:55:00,29.96,23.06
2023-07-06 17:00:00,29.91,23.06
2023-07-06 17:10:00,29.7,22.95
2023-07-06 17:15:00,29.65,22.84
2023-07-06 17:20:00,29.54,22.84
2023-07-06 17:25:00,29.49,22.79
2023-07-06 17:35:00,29.38,22.53
2023-07-06 18:10:00,28.6,22.15
2023-07-06 18:15:00,28.6,22.05
2023-07-06 18:50:00,28.12,21.62
2023-07-06 18:55:00,28.02,21.57
2023-07-06 19:00:00,27.96,21.57
2023-07-06 19:05:00,27.86,21.46
2023-07-06 19:10:00,27.81,21.41
2023-07-06 19:15:00,27.75,21.41
2023-07-06 19:20:00,27.7,21.41
2023-07-06 19:25:00,27.7,21.35
2023-07-07 08:10:00,26.65,19.6
2023-07-07 08:25:00,26.86,19.86
2023-07-07 09:00:00,27.23,20.24
2023-07-07 09:05:00,27.33,20.34
2023-07-07 11:10:00,30.38,23.11
2023-07-07 11:15:00,30.33,23.32
2023-07-07 11:20:00,30.28,23.32
2023-07-07 11:35:00,30.33,23.0
2023-07-07 12:00:00,30.43,22.84
2023-07-07 12:50:00,30.75,23.48
2023-07-07 13:15:00,30.75,23.7
2023-07-07 13:35:00,31.01,23.59
2023-07-07 15:45:00,29.91,23.22
2023-07-07 15:55:00,29.49,23.0
2023-07-07 16:00:00,29.33,22.95
2023-07-07 17:05:00,28.49,22.21
2023-07-07 17:10:00,28.44,22.05
2023-07-07 17:20:00,28.23,22.1
2023-07-07 17:35:00,27.81,21.78
2023-07-07 17:40:00,27.7,21.78
2023-07-07 17:45:00,27.6,21.78
2023-07-07 17:50:00,27.54,21.62
2023-07-07 17:55:00,27.49,21.62
2023-07-07 18:00:00,27.39,21.57
2023-07-07 18:05:00,27.28,21.46
2023-07-07 18:10:00,27.28,21.41
2023-07-07 18:15:00,27.23,21.14
2023-07-07 18:20:00,27.23,20.98
2023-07-07 18:25:00,27.12,20.88
2023-07-07 18:30:00,27.07,20.72
2023-07-07 18:35:00,27.07,20.61
2023-07-07 18:40:00,27.02,20.5
2023-07-07 18:45:00,27.02,20.5
2023-07-07 18:50:00,26.97,20.34
2023-07-07 18:55:00,27.02,20.24
2023-07-07 19:00:00,27.07,20.29
2023-07-07 19:05:00,27.12,20.29
2023-07-07 19:45:00,27.12,20.08
2023-07-07 19:50:00,27.12,20.13
2023-07-07 19:55:00,27.07,20.02
2023-07-07 20:00:00,27.07,20.08
2023-07-07 20:05:00,27.02,20.02
2023-07-08 07:50:00,27.49,19.92
2023-07-08 07:55:00,27.75,20.13
2023-07-08 08:00:00,27.86,20.29
2023-07-08 08:05:00,27.81,20.34
2023-07-08 08:50:00,28.49,20.61
2023-07-08 12:10:00,33.22,25.67
2023-07-08 12:35:00,32.38,25.61
2023-07-08 12:40:00,32.48,25.56
2023-07-08 13:05:00,33.27,25.56
2023-07-08 13:15:00,33.11,25.35
2023-07-08 13:25:00,33.59,25.88
2023-07-08 13:35:00,33.27,25.93
2023-07-08 13:40:00,33.32,26.09
2023-07-08 14:05:00,34.11,25.99
2023-07-08 14:30:00,33.48,26.52
2023-07-08 14:50:00,33.32,26.36
2023-07-08 15:05:00,33.27,26.47
2023-07-08 15:10:00,34.01,26.2
2023-07-08 15:25:00,34.01,26.15
2023-07-08 15:30:00,33.96,26.2
2023-07-08 15:50:00,33.59,26.68
2023-07-08 16:00:00,33.64,26.52
2023-07-08 16:05:00,33.43,26.47
2023-07-08 16:10:00,33.22,26.68
2023-07-08 16:15:00,33.27,26.68
2023-07-08 16:25:00,33.06,26.73
2023-07-08 16:30:00,33.01,26.73
2023-07-08 16:45:00,32.96,26.73
2023-07-08 16:55:00,32.48,26.68
2023-07-08 17:00:00,32.22,26.47
2023-07-08 17:05:00,32.06,26.09
2023-07-08 17:10:00,32.01,25.93
2023-07-08 17:15:00,31.96,25.77
2023-07-08 17:20:00,31.91,25.61
2023-07-08 17:25:00,31.85,25.51
2023-07-08 17:30:00,31.75,25.29
2023-07-08 17:35:00,31.43,25.19
2023-07-08 17:40:00,31.17,24.97
2023-07-08 17:45:00,30.96,24.92
2023-07-08 17:50:00,30.59,24.66
2023-07-08 17:55:00,30.33,24.5
2023-07-08 18:05:00,30.17,24.12
2023-07-08 18:10:00,30.01,24.07
2023-07-08 18:15:00,29.86,24.02
2023-07-08 18:20:00,29.7,23.8
2023-07-08 18:25:00,29.65,23.8
2023-07-08 18:30:00,29.59,23.54
2023-07-08 18:35:00,29.49,23.48
2023-07-08 18:40:00,29.54,23.43
2023-07-08 18:45:00,29.59,23.22
2023-07-08 18:55:00,29.38,23.0
2023-07-08 19:00:00,29.49,23.11
2023-07-08 19:05:00,29.38,22.95
2023-07-08 19:10:00,29.33,22.95
2023-07-08 19:15:00,29.28,22.69
2023-07-08 19:20:00,29.17,22.74
2023-07-08 19:25:00,29.17,22.58
2023-07-08 19:30:00,29.12,22.47
2023-07-08 19:35:00,29.02,22.37
2023-07-08 19:40:00,28.86,22.31
2023-07-08 19:45:00,28.75,22.26
2023-07-08 19:50:00,28.6,22.1
2023-07-08 19:55:00,28.49,22.15
2023-07-08 20:00:00,28.44,21.94
2023-07-08 20:05:00,28.54,21.94
2023-07-08 20:10:00,28.65,21.83
2023-07-08 20:15:00,28.6,21.62
2023-07-08 20:25:00,28.49,21.62
2023-07-08 20:30:00,28.38,21.62
2023-07-08 20:35:00,28.33,21.51
2023-07-08 20:40:00,28.33,21.51
2023-07-08 20:45:00,28.28,21.51
2023-07-09 07:25:00,27.75,20.13
2023-07-09 07:35:00,27.75,20.18
2023-07-09 07:40:00,27.81,20.18
2023-07-09 07:45:00,27.81,20.29
2023-07-09 08:00:00,28.12,21.03
2023-07-09 10:50:00,33.11,25.61
2023-07-09 11:15:00,33.64,25.93
2023-07-09 12:00:00,34.27,26.94
2023-07-09 12:20:00,34.74,27.1
2023-07-09 12:25:00,34.8,27.26
2023-07-09 13:05:00,35.27,27.74
2023-07-09 13:50:00,34.48,28.38
2023-07-09 13:55:00,34.38,28.7
2023-07-09 14:25:00,34.95,28.65
2023-07-09 14:30:00,34.64,28.33
2023-07-09 14:45:00,35.01,28.7
2023-07-09 15:35:00,35.32,28.38
2023-07-09 15:50:00,36.0,28.49
2023-07-09 16:00:00,36.06,28.65
2023-07-09 16:05:00,35.69,28.65
2023-07-09 16:15:00,35.58,28.54
2023-07-09 16:45:00,34.9,28.17
2023-07-09 17:00:00,34.48,28.01
2023-07-09 17:05:00,34.38,28.01
2023-07-09 17:10:00,34.27,27.74
2023-07-09 17:15:00,34.11,27.32
2023-07-09 17:20:00,33.69,26.89
2023-07-09 17:25:00,33.06,26.52
2023-07-09 17:30:00,32.75,26.15
2023-07-09 17:35:00,32.48,25.72
2023-07-09 17:40:00,32.27,25.51
2023-07-09 17:45:00,32.06,25.19
2023-07-10 10:30:00,32.69,25.35
2023-07-10 11:15:00,33.27,26.15
2023-07-10 12:45:00,34.74,26.47
2023-07-10 13:05:00,34.22,27.26
2023-07-10 13:20:00,34.32,27.16
2023-07-10 13:30:00,34.48,27.26
2023-07-10 13:35:00,34.32,27.48
2023-07-10 13:40:00,34.38,27.42
2023-07-10 13:45:00,34.53,27.37
2023-07-10 13:50:00,34.22,27.37
2023-07-10 14:00:00,34.06,27.74
2023-07-10 14:05:00,34.27,27.69
2023-07-10 14:10:00,34.43,27.58
2023-07-10 14:20:00,34.48,27.8
2023-07-10 14:25:00,35.43,27.58
2023-07-10 14:30:00,35.11,27.9
2023-07-10 14:35:00,34.9,27.9
2023-07-10 14:45:00,34.53,27.74
2023-07-10 14:50:00,34.43,27.85
2023-07-10 15:00:00,34.43,27.64
2023-07-10 15:05:00,35.01,27.74
2023-07-10 15:30:00,35.11,27.74
2023-07-10 15:35:00,35.48,28.06
2023-07-10 15:40:00,35.27,27.8
2023-07-10 16:05:00,35.9,28.22
2023-07-10 16:10:00,35.37,28.06
2023-07-10 16:25:00,35.01,28.01
2023-07-10 16:45:00,34.74,28.17
2023-07-10 16:50:00,34.64,28.17
2023-07-10 16:55:00,34.48,27.8
2023-07-10 17:05:00,34.06,27.26
2023-07-10 17:10:00,33.9,27.16
2023-07-10 17:15:00,33.74,27.0
2023-07-10 17:20:00,33.69,26.84
2023-07-10 17:25:00,33.53,26.68
2023-07-10 17:30:00,33.48,26.47
2023-07-10 17:35:00,33.27,26.31
2023-07-10 17:40:00,32.96,26.09
2023-07-10 17:45:00,32.69,25.93
2023-07-11 07:20:00,26.81,18.8
2023-07-11 07:35:00,27.07,19.17
2023-07-11 07:40:00,27.07,19.28
2023-07-11 08:00:00,27.81,20.4
2023-07-11 08:10:00,28.12,20.45
2023-07-11 11:45:00,34.06,26.47
2023-07-11 11:55:00,34.8,26.57
2023-07-11 12:05:00,34.85,27.1
2023-07-11 12:10:00,35.06,27.32
2023-07-11 12:25:00,35.06,27.26
2023-07-11 13:40:00,35.74,28.12
2023-07-11 13:50:00,36.0,28.54
2023-07-11 14:00:00,36.21,28.33
2023-07-11 14:10:00,35.64,28.595
2023-07-11 14:45:00,36.37,29.45
2023-07-11 14:55:00,36.85,29.82
2023-07-11 15:00:00,36.95,29.82
2023-07-11 15:25:00,37.11,29.71
2023-07-11 15:35:00,37.16,29.34
2023-07-11 15:45:00,36.79,29.34
2023-07-11 16:05:00,35.74,28.38
2023-07-11 16:50:00,34.59,27.9
2023-07-11 16:55:00,33.8,27.69
2023-07-11 17:00:00,33.53,27.42
2023-07-11 17:05:00,33.43,27.26
2023-07-11 17:10:00,33.22,27.16
2023-07-11 17:15:00,33.22,27.0
2023-07-11 17:20:00,33.11,26.78
2023-07-11 17:25:00,33.11,26.73
2023-07-11 17:40:00,32.75,26.495
2023-07-11 17:50:00,32.54,26.25
2023-07-12 06:45:00,25.81,18.37
2023-07-12 06:50:00,25.81,18.37
2023-07-12 07:00:00,25.97,18.53
2023-07-12 07:20:00,26.49,18.8
2023-07-12 07:25:00,26.65,18.96
2023-07-12 07:45:00,27.86,19.54
2023-07-12 10:50:00,34.17,26.73
2023-07-12 10:55:00,34.59,26.62
2023-07-12 11:10:00,34.22,26.94
2023-07-12 11:25:00,34.74,27.53
2023-07-12 11:50:00,35.11,27.64
2023-07-12 12:05:00,34.95,27.85
2023-07-12 12:10:00,35.53,27.42
2023-07-12 13:00:00,35.37,29.02
2023-07-12 13:05:00,36.11,29.02
2023-07-12 13:10:00,35.74,28.91
2023-07-12 13:15:00,35.64,28.81
2023-07-12 13:20:00,35.58,28.75
2023-07-12 13:25:00,35.53,28.75
2023-07-12 13:30:00,35.43,28.7
2023-07-12 13:35:00,35.16,28.75
2023-07-12 13:40:00,35.11,28.54
2023-07-12 13:45:00,34.74,28.54
2023-07-12 13:50:00,34.59,28.44
2023-07-12 13:55:00,34.69,28.49
2023-07-12 14:00:00,34.95,28.54
2023-07-12 14:05:00,35.11,28.44
2023-07-12 14:10:00,35.64,28.65
2023-07-12 14:15:00,35.9,29.29
2023-07-12 14:20:00,35.79,29.34
2023-07-12 14:25:00,36.27,29.34
2023-07-12 14:30:00,36.11,29.29
2023-07-12 14:35:00,36.0,29.61
2023-07-12 14:40:00,36.11,29.71
2023-07-12 14:45:00,36.43,29.93
2023-07-12 14:50:00,36.48,29.82
2023-07-12 14:55:00,36.37,29.82
2023-07-12 15:00:00,36.64,29.87
2023-07-12 15:05:00,36.58,30.09
2023-07-12 15:10:00,36.79,30.19
2023-07-12 15:15:00,36.58,30.25
2023-07-12 15:20:00,35.95,29.61
2023-07-12 15:25:00,36.06,30.14
2023-07-12 15:30:00,36.06,30.09
2023-07-12 15:35:00,36.0,30.03
2023-07-12 15:40:00,35.95,29.93
2023-07-12 15:45:00,35.85,30.14
2023-07-12 15:50:00,35.69,29.82
2023-07-12 15:55:00,35.58,29.66
2023-07-12 16:00:00,35.48,29.77
2023-07-12 16:05:00,35.27,29.55
2023-07-12 16:10:00,35.06,29.29
2023-07-12 16:50:00,32.85,27.42
2023-07-12 16:55:00,32.8,27.37
2023-07-12 17:00:00,32.59,27.1
2023-07-13 06:30:00,26.23,19.22
2023-07-13 06:35:00,26.28,19.28
