stationTime,Temperatura_totui,Lluvia_totui,Temperatura_rio_mapa,Lluvia_rio_mapa,Temperatura_rio_monos,Lluvia_rio_monos,Temperatura_q_liboriana,Lluvia_q_liboriana
2023-07-26 07:45:00,19.44,0.0,25.86,0.0,18.2,0.0,19.4,0.0
2023-07-26 07:50:00,19.54,0.0,25.86,0.0,18.4,0.0,19.3,0.0
2023-07-26 07:55:00,19.54,0.2,25.92,0.0,18.4,0.0,19.2,0.01
2023-07-26 08:00:00,19.49,0.2,25.97,0.0,18.3,0.0,19.1,0.05
2023-07-26 08:35:00,20.02,0.4,26.49,0.0,18.7,0.0,19.6,0.0
2023-07-26 08:40:00,19.97,0.0,26.49,0.0,18.7,0.0,19.6,0.0
2023-07-26 08:45:00,20.02,0.0,26.49,0.0,18.5,0.01,19.7,0.0
2023-07-26 08:50:00,19.97,0.0,26.65,0.0,18.5,0.01,19.7,0.01
2023-07-26 09:25:00,20.72,0.0,27.28,0.0,19.3,0.0,20.3,0.0
2023-07-26 09:30:00,21.03,0.0,27.33,0.0,19.5,0.0,20.6,0.0
2023-07-26 09:35:00,21.09,0.0,27.49,0.0,19.8,0.0,20.9,0.0
2023-07-26 09:40:00,20.98,0.0,27.49,0.0,19.8,0.0,20.9,0.0
2023-07-26 09:45:00,20.77,0.0,27.75,0.0,20.0,0.0,20.9,0.0
2023-07-26 09:50:00,21.3,0.0,27.91,0.0,19.8,0.0,21.0,0.0
2023-07-26 10:25:00,21.67,0.0,29.8,0.0,21.5,0.0,23.0,0.0
2023-07-26 10:30:00,21.99,0.0,29.86,0.0,21.9,0.0,23.1,0.0
2023-07-26 10:35:00,22.37,0.0,30.07,0.0,21.8,0.0,23.8,0.0
2023-07-26 10:40:00,22.69,0.0,30.22,0.0,21.3,0.0,23.5,0.0
2023-07-26 10:45:00,22.74,0.0,30.28,0.0,21.4,0.0,24.2,0.0
2023-07-26 10:50:00,22.84,0.0,30.49,0.0,21.5,0.0,24.0,0.0
2023-07-26 10:55:00,22.95,0.0,30.54,0.0,21.5,0.0,23.2,0.0
2023-07-26 11:00:00,22.74,0.0,30.75,0.0,21.3,0.0,23.0,0.0
2023-07-26 11:05:00,23.22,0.0,31.12,0.0,21.4,0.0,22.7,0.0
2023-07-26 11:10:00,23.54,0.0,31.17,0.0,21.2,0.0,22.7,0.0
2023-07-26 11:15:00,23.48,0.0,30.96,0.0,21.2,0.0,23.0,0.0
2023-07-26 11:20:00,23.32,0.0,31.06,0.0,21.3,0.0,23.1,0.0
2023-07-26 11:25:00,23.64,0.0,31.06,0.0,21.4,0.0,23.5,0.0
2023-07-26 11:30:00,23.7,0.0,31.12,0.0,21.3,0.0,23.7,0.0
2023-07-26 11:35:00,24.02,0.0,31.33,0.0,21.6,0.0,24.0,0.0
2023-07-26 11:40:00,24.18,0.0,31.38,0.0,21.8,0.0,24.0,0.0
2023-07-26 11:45:00,24.23,0.0,31.49,0.0,21.9,0.0,23.5,0.0
2023-07-26 11:50:00,24.28,0.0,31.43,0.0,22.0,0.0,24.4,0.0
2023-07-26 11:55:00,24.28,0.0,31.59,0.0,22.2,0.0,24.5,0.0
2023-07-26 12:00:00,24.39,0.0,31.85,0.0,22.4,0.0,24.3,0.0
2023-07-26 12:05:00,24.55,0.0,32.12,0.0,22.4,0.0,23.7,0.0
2023-07-26 12:10:00,24.6,0.0,32.12,0.0,22.3,0.0,24.0,0.0
2023-07-26 12:15:00,24.76,0.0,32.01,0.0,22.3,0.0,23.6,0.0
2023-07-26 12:20:00,24.5,0.0,31.96,0.0,22.4,0.0,23.2,0.0
2023-07-26 12:25:00,24.87,0.0,32.12,0.0,22.6,0.0,23.7,0.0
2023-07-26 12:30:00,24.97,0.0,32.27,0.0,22.6,0.0,24.4,0.0
2023-07-26 12:35:00,24.92,0.0,32.12,0.0,22.8,0.0,24.3,0.0
2023-07-26 12:40:00,24.71,0.0,32.33,0.0,23.1,0.0,24.7,0.0
2023-07-26 12:45:00,25.03,0.0,32.54,0.0,23.0,0.0,24.6,0.0
2023-07-26 12:50:00,25.19,0.0,32.48,0.0,23.3,0.0,24.3,0.0
2023-07-26 12:55:00,25.24,0.0,32.17,0.0,23.3,0.0,24.4,0.0
2023-07-26 13:00:00,25.35,0.0,32.33,0.0,23.0,0.0,24.5,0.0
2023-07-26 13:05:00,25.45,0.0,32.38,0.0,22.7,0.0,24.4,0.0
2023-07-26 13:10:00,25.61,0.0,32.38,0.0,22.9,0.0,24.4,0.0
2023-07-26 13:15:00,25.67,0.0,32.43,0.0,23.1,0.0,24.4,0.0
2023-07-26 13:20:00,25.56,0.0,32.54,0.0,23.2,0.0,24.0,0.0
2023-07-26 13:25:00,25.67,0.0,32.48,0.0,23.6,0.0,23.8,0.0
2023-07-26 13:30:00,25.67,0.0,32.59,0.0,23.0,0.0,23.8,0.0
2023-07-26 13:35:00,25.72,0.0,32.59,0.0,22.5,0.0,24.2,0.0
2023-07-26 13:40:00,25.45,0.0,32.75,0.0,22.4,0.0,24.0,0.0
2023-07-26 13:45:00,25.4,0.0,32.85,0.0,22.6,0.0,24.3,0.0
2023-07-26 13:50:00,25.51,0.0,32.75,0.0,22.5,0.0,24.5,0.0
2023-07-26 13:55:00,25.67,0.0,32.48,0.0,22.5,0.0,23.9,0.0
2023-07-26 14:00:00,25.72,0.0,32.59,0.0,22.7,0.0,23.9,0.0
2023-07-26 14:05:00,25.67,0.0,32.43,0.0,22.6,0.0,23.8,0.0
2023-07-26 14:10:00,25.51,0.0,32.43,0.0,22.6,0.0,24.2,0.0
2023-07-26 14:15:00,25.61,0.0,32.64,0.0,22.6,0.0,24.6,0.0
2023-07-26 14:20:00,25.77,0.0,32.64,0.0,22.7,0.0,24.5,0.0
2023-07-26 14:25:00,25.72,0.0,32.64,0.0,22.5,0.0,23.8,0.0
2023-07-26 14:30:00,25.67,0.0,32.85,0.0,22.5,0.0,23.7,0.0
2023-07-26 14:35:00,25.83,0.0,32.64,0.0,22.4,0.0,23.8,0.0
2023-07-26 14:40:00,25.51,0.0,32.54,0.0,22.4,0.0,23.8,0.0
2023-07-26 14:45:00,25.83,0.0,32.54,0.0,22.5,0.0,23.9,0.0
2023-07-26 14:50:00,25.77,0.0,32.48,0.0,22.5,0.0,24.0,0.0
2023-07-26 14:55:00,26.15,0.0,32.54,0.0,22.9,0.0,24.1,0.0
2023-07-26 15:00:00,25.93,0.0,32.59,0.0,22.6,0.0,24.2,0.0
2023-07-26 15:05:00,25.88,0.0,32.48,0.0,22.5,0.0,24.4,0.0
2023-07-26 15:10:00,26.04,0.0,32.38,0.0,22.6,0.0,24.6,0.0
2023-07-26 15:15:00,26.04,0.0,32.38,0.0,22.7,0.0,24.3,0.0
2023-07-26 15:20:00,26.04,0.0,32.17,0.0,22.8,0.0,24.9,0.0
2023-07-26 15:25:00,26.04,0.0,32.01,0.0,22.9,0.0,25.0,0.0
2023-07-26 15:30:00,26.2,0.0,32.33,0.0,23.1,0.0,25.2,0.0
2023-07-26 15:35:00,26.25,0.0,32.27,0.0,23.0,0.0,24.8,0.0
2023-07-26 15:40:00,25.88,0.0,32.33,0.0,23.1,0.0,24.7,0.0
2023-07-26 15:45:00,25.88,0.0,32.38,0.0,23.0,0.0,24.8,0.0
2023-07-26 15:50:00,25.93,0.0,32.27,0.0,23.2,0.0,24.6,0.0
2023-07-26 15:55:00,25.88,0.0,32.27,0.0,23.3,0.0,24.4,0.0
2023-07-26 16:00:00,25.88,0.0,32.12,0.0,23.2,0.0,24.4,0.0
2023-07-26 16:05:00,25.56,0.0,32.12,0.0,23.0,0.0,24.6,0.0
2023-07-26 16:10:00,25.67,0.0,32.06,0.0,23.0,0.0,24.6,0.0
2023-07-26 16:15:00,25.72,0.0,32.17,0.0,23.2,0.0,24.6,0.0
2023-07-26 16:20:00,25.56,0.0,32.06,0.0,23.2,0.0,24.6,0.0
2023-07-26 16:25:00,25.51,0.0,32.01,0.0,23.1,0.0,24.6,0.0
2023-07-26 16:30:00,25.29,0.0,32.33,0.0,22.9,0.0,24.6,0.0
2023-07-26 16:35:00,25.45,0.0,32.43,0.0,22.8,0.0,24.3,0.0
2023-07-26 16:40:00,25.35,0.0,32.54,0.0,22.6,0.0,24.0,0.0
2023-07-26 16:45:00,25.4,0.0,32.48,0.0,22.5,0.0,23.9,0.0
2023-07-26 16:50:00,25.45,0.0,32.43,0.0,22.4,0.0,23.9,0.0
2023-07-26 16:55:00,25.4,0.0,32.38,0.0,22.3,0.0,23.8,0.0
2023-07-26 17:00:00,25.51,0.0,32.43,0.0,22.4,0.0,23.7,0.0
2023-07-26 17:05:00,25.56,0.0,32.12,0.0,22.3,0.0,23.6,0.0
2023-07-26 17:10:00,25.56,0.0,31.8,0.0,22.2,0.0,23.6,0.0
2023-07-26 17:15:00,25.72,0.0,31.7,0.0,22.3,0.0,23.5,0.0
2023-07-26 17:20:00,25.77,0.0,31.59,0.0,22.0,0.0,23.4,0.0
2023-07-26 17:25:00,25.67,0.0,31.59,0.0,21.9,0.0,23.1,0.0
2023-07-26 17:30:00,25.51,0.0,31.64,0.0,21.9,0.0,22.9,0.0
2023-07-26 17:35:00,25.35,0.0,31.49,0.0,21.6,0.0,22.7,0.0
2023-07-26 17:40:00,25.24,0.0,31.33,0.0,21.3,0.0,22.7,0.0
2023-07-26 17:45:00,24.92,0.0,31.38,0.0,21.3,0.0,22.7,0.0
2023-07-26 17:50:00,24.92,0.0,31.17,0.0,21.1,0.0,22.5,0.0
2023-07-26 17:55:00,24.6,0.0,30.75,0.0,21.0,0.0,22.3,0.0
2023-07-26 18:00:00,24.55,0.0,30.7,0.0,20.9,0.0,22.1,0.0
2023-07-27 06:35:00,18.8,0.0,25.7,0.0,17.6,0.0,18.1,0.0
2023-07-27 06:50:00,18.85,0.0,25.81,0.0,18.0,0.0,18.3,0.0
2023-07-27 06:55:00,18.91,0.0,25.81,0.0,18.1,0.0,18.4,0.0
2023-07-27 07:00:00,18.96,0.0,25.81,0.0,18.2,0.0,18.5,0.0
2023-07-27 07:05:00,19.06,0.0,25.86,0.0,18.2,0.0,18.6,0.0
2023-07-27 07:10:00,19.06,0.0,25.92,0.0,18.3,0.0,18.7,0.0
2023-07-27 07:15:00,19.17,0.0,25.97,0.0,18.5,0.0,18.8,0.0
2023-07-27 07:20:00,19.17,0.0,26.07,0.0,18.5,0.0,18.8,0.0
2023-07-27 07:25:00,19.44,0.0,26.07,0.0,18.7,0.0,18.9,0.0
2023-07-27 07:30:00,19.49,0.0,26.13,0.0,18.6,0.0,19.0,0.0
2023-07-27 07:35:00,19.49,0.0,26.23,0.0,18.6,0.0,19.2,0.0
2023-07-27 07:40:00,19.49,0.0,26.34,0.0,18.7,0.0,19.3,0.0
2023-07-27 07:45:00,19.6,0.0,26.49,0.0,18.9,0.0,19.3,0.0
2023-07-27 07:50:00,19.6,0.0,26.7,0.0,18.9,0.0,19.5,0.0
2023-07-27 07:55:00,19.81,0.0,26.86,0.0,19.1,0.0,19.6,0.0
2023-07-27 08:00:00,19.81,0.0,27.12,0.0,19.3,0.0,19.7,0.0
2023-07-27 08:05:00,20.08,0.0,27.65,0.0,19.3,0.0,19.8,0.0
2023-07-27 08:10:00,20.24,0.0,28.54,0.0,19.5,0.0,19.9,0.0
2023-07-27 08:15:00,20.34,0.0,29.07,0.0,19.5,0.0,19.9,0.0
2023-07-27 08:20:00,20.5,0.0,29.7,0.0,19.5,0.0,20.1,0.0
2023-07-27 08:25:00,20.61,0.0,30.28,0.0,19.8,0.0,20.5,0.0
2023-07-27 08:30:00,20.72,0.0,30.17,0.0,20.4,0.0,21.1,0.0
2023-07-27 08:35:00,21.09,0.0,30.33,0.0,21.2,0.0,22.1,0.0
2023-07-27 08:40:00,21.67,0.0,30.33,0.0,21.6,0.0,22.5,0.0
2023-07-27 08:45:00,21.99,0.0,30.64,0.0,22.0,0.0,22.3,0.0
2023-07-27 08:50:00,22.21,0.0,30.91,0.0,21.9,0.0,22.5,0.0
2023-07-27 08:55:00,22.53,0.0,30.91,0.0,22.0,0.0,22.8,0.0
2023-07-27 09:00:00,22.63,0.0,30.85,0.0,22.3,0.0,23.9,0.0
2023-07-27 09:05:00,22.95,0.0,31.01,0.0,22.4,0.0,24.5,0.0
2023-07-27 09:10:00,22.9,0.0,31.01,0.0,22.4,0.0,24.5,0.0
2023-07-27 09:15:00,23.32,0.0,30.75,0.0,22.1,0.0,23.8,0.0
2023-07-27 09:20:00,23.32,0.0,30.8,0.0,22.1,0.0,23.7,0.0
2023-07-27 09:25:00,23.54,0.0,30.49,0.0,21.8,0.0,24.0,0.0
2023-07-27 09:30:00,23.48,0.0,30.59,0.0,21.9,0.0,24.8,0.0
2023-07-27 09:35:00,23.59,0.0,30.7,0.0,21.9,0.0,24.6,0.0
2023-07-27 09:40:00,23.43,0.0,30.75,0.0,21.8,0.0,24.5,0.0
2023-07-27 09:45:00,23.54,0.0,30.8,0.0,21.8,0.0,24.9,0.0
2023-07-27 09:50:00,23.48,0.0,30.8,0.0,21.8,0.0,24.3,0.0
2023-07-27 09:55:00,23.38,0.0,30.8,0.0,22.0,0.0,24.2,0.0
2023-07-27 10:00:00,23.27,0.0,31.06,0.0,22.1,0.0,24.4,0.0
2023-07-27 10:05:00,23.48,0.0,31.01,0.0,21.9,0.0,24.4,0.0
2023-07-27 10:10:00,23.48,0.0,30.8,0.0,21.8,0.0,24.3,0.0
2023-07-27 10:15:00,23.64,0.0,31.17,0.0,22.0,0.0,23.8,0.0
2023-07-27 10:20:00,23.75,0.0,31.22,0.0,21.9,0.0,23.4,0.0
2023-07-27 10:25:00,23.8,0.0,31.38,0.0,21.9,0.0,23.4,0.0
2023-07-27 10:30:00,23.96,0.0,31.64,0.0,21.9,0.0,23.3,0.0
2023-07-27 10:35:00,23.91,0.0,32.17,0.0,21.7,0.0,22.8,0.0
2023-07-27 10:40:00,24.12,0.0,32.27,0.0,21.6,0.0,22.6,0.0
2023-07-27 10:45:00,24.23,0.0,32.17,0.0,21.5,0.0,22.4,0.0
2023-07-27 10:50:00,24.44,0.0,32.43,0.0,21.4,0.0,22.5,0.0
2023-07-27 10:55:00,24.55,0.0,33.06,0.0,21.6,0.0,22.6,0.0
2023-07-27 11:00:00,24.76,0.0,32.96,0.0,21.7,0.0,22.5,0.0
2023-07-27 11:05:00,25.08,0.0,32.9,0.0,21.9,0.0,22.5,0.0
2023-07-27 11:10:00,25.08,0.0,33.32,0.0,22.2,0.0,23.2,0.0
2023-07-27 11:15:00,25.19,0.0,33.06,0.0,22.3,0.0,23.8,0.0
2023-07-27 11:20:00,24.71,0.0,33.48,0.0,22.4,0.0,23.8,0.0
2023-07-27 11:25:00,25.4,0.0,33.85,0.0,22.5,0.0,24.4,0.0
2023-07-27 11:30:00,25.67,0.0,33.74,0.0,23.0,0.0,24.9,0.0
2023-07-27 11:35:00,26.04,0.0,33.8,0.0,23.3,0.0,24.9,0.0
2023-07-27 11:40:00,26.25,0.0,33.8,0.0,22.9,0.0,24.6,0.0
2023-07-27 11:45:00,26.25,0.0,34.01,0.0,23.2,0.0,25.5,0.0
2023-07-27 11:50:00,26.41,0.0,33.59,0.0,23.5,0.0,25.2,0.0
2023-07-27 11:55:00,26.41,0.0,33.59,0.0,24.1,0.0,24.8,0.0
2023-07-27 12:00:00,26.68,0.0,33.74,0.0,24.1,0.0,25.1,0.0
2023-07-27 12:05:00,26.68,0.0,33.9,0.0,24.2,0.0,25.4,0.0
2023-07-27 12:10:00,26.68,0.0,34.06,0.0,24.7,0.0,25.5,0.0
2023-07-27 12:15:00,26.47,0.0,34.32,0.0,24.5,0.0,25.5,0.0
2023-07-27 12:20:00,27.05,0.0,34.17,0.0,24.5,0.0,25.5,0.0
2023-07-27 12:25:00,26.78,0.0,34.38,0.0,24.7,0.0,25.4,0.0
2023-07-27 12:30:00,26.62,0.0,34.8,0.0,25.0,0.0,25.5,0.0
2023-07-27 12:35:00,26.41,0.0,34.74,0.0,24.7,0.0,26.0,0.0
2023-07-27 12:40:00,26.94,0.0,34.59,0.0,24.5,0.0,26.4,0.0
2023-07-27 12:45:00,26.94,0.0,34.27,0.0,24.3,0.0,26.6,0.0
2023-07-27 12:50:00,26.89,0.0,34.53,0.0,24.7,0.0,26.8,0.0
2023-07-27 12:55:00,26.94,0.0,34.48,0.0,24.4,0.0,26.5,0.0
2023-07-27 13:00:00,27.05,0.0,34.48,0.0,24.3,0.0,26.4,0.0
2023-07-27 13:05:00,26.84,0.0,34.48,0.0,24.5,0.0,26.3,0.0
2023-07-27 13:10:00,27.21,0.0,34.95,0.0,24.6,0.0,26.7,0.0
2023-07-27 13:15:00,27.16,0.0,34.64,0.0,24.7,0.0,26.7,0.0
2023-07-27 13:20:00,27.37,0.0,34.43,0.0,24.5,0.0,26.7,0.0
2023-07-27 13:25:00,27.48,0.0,34.48,0.0,24.4,0.0,26.3,0.0
2023-07-27 13:30:00,26.94,0.0,35.06,0.0,24.3,0.0,26.6,0.0
2023-07-27 13:35:00,27.53,0.0,35.11,0.0,24.5,0.0,26.2,0.0
2023-07-27 13:40:00,27.64,0.0,35.22,0.0,24.3,0.0,26.2,0.0
2023-07-27 13:45:00,27.74,0.0,35.53,0.0,24.2,0.0,26.4,0.0
2023-07-27 13:50:00,27.96,0.0,35.53,0.0,24.3,0.0,25.9,0.0
2023-07-27 13:55:00,28.17,0.0,35.48,0.0,24.4,0.0,25.7,0.0
2023-07-27 14:00:00,28.33,0.0,35.22,0.0,24.4,0.0,25.9,0.0
2023-07-27 14:05:00,28.49,0.0,35.53,0.0,24.4,0.0,26.2,0.0
2023-07-27 14:10:00,28.38,0.0,35.48,0.0,24.5,0.0,27.0,0.0
2023-07-27 14:15:00,28.49,0.0,35.43,0.0,24.7,0.0,27.1,0.0
2023-07-27 14:20:00,28.59,0.0,35.32,0.0,24.9,0.0,27.4,0.0
2023-07-27 14:25:00,28.49,0.0,35.37,0.0,24.8,0.0,27.6,0.0
2023-07-27 14:30:00,28.59,0.0,35.48,0.0,25.1,0.0,28.4,0.0
2023-07-27 14:35:00,28.81,0.0,35.43,0.0,25.7,0.0,27.7,0.0
2023-07-27 14:40:00,28.91,0.0,35.85,0.0,25.4,0.0,26.8,0.0
2023-07-27 14:45:00,28.91,0.0,35.9,0.0,25.8,0.0,27.0,0.0
2023-07-27 14:50:00,28.91,0.0,36.27,0.0,25.5,0.0,27.2,0.0
2023-07-27 14:55:00,28.97,0.0,36.64,0.0,25.7,0.0,27.6,0.0
2023-07-27 15:00:00,28.59,0.0,36.32,0.0,26.1,0.0,28.2,0.0
2023-07-27 15:05:00,28.97,0.0,36.37,0.0,26.1,0.0,28.1,0.0
2023-07-27 15:10:00,28.97,0.0,36.32,0.0,25.9,0.0,28.3,0.0
2023-07-27 15:15:00,29.07,0.0,36.58,0.0,25.9,0.0,28.3,0.0
2023-07-27 15:20:00,29.18,0.0,37.0,0.0,25.9,0.0,28.1,0.0
2023-07-27 15:25:00,29.18,0.0,36.64,0.0,26.1,0.0,27.7,0.0
2023-07-27 15:30:00,29.18,0.0,36.85,0.0,25.9,0.0,27.5,0.0
2023-07-27 15:35:00,29.29,0.0,36.85,0.0,26.5,0.0,27.7,0.0
2023-07-27 15:40:00,29.39,0.0,36.32,0.0,26.9,0.0,28.0,0.0
2023-07-27 15:45:00,29.29,0.0,36.21,0.0,27.8,0.0,28.1,0.0
2023-07-27 15:50:00,29.34,0.0,36.32,0.0,28.5,0.0,28.3,0.0
2023-07-27 15:55:00,29.18,0.0,36.37,0.0,27.9,0.0,28.0,0.0
2023-07-27 16:00:00,29.39,0.0,36.37,0.0,27.1,0.0,27.7,0.0
2023-07-27 16:05:00,29.5,0.0,36.69,0.0,26.0,0.0,27.4,0.0
2023-07-27 16:10:00,29.61,0.0,36.21,0.0,25.6,0.0,26.8,0.0
2023-07-27 16:15:00,29.5,0.0,35.74,0.0,25.5,0.0,26.6,0.0
2023-07-27 16:20:00,29.45,0.0,35.69,0.0,25.2,0.0,26.5,0.0
2023-07-27 16:25:00,29.29,0.0,35.9,0.0,25.1,0.0,26.3,0.0
2023-07-27 16:30:00,29.29,0.0,35.79,0.0,24.9,0.0,26.1,0.0
2023-07-27 16:35:00,29.02,0.0,35.69,0.0,24.8,0.0,25.9,0.0
2023-07-27 16:40:00,28.91,0.0,35.43,0.0,24.6,0.0,25.8,0.0
2023-07-27 16:45:00,28.7,0.0,35.37,0.0,24.4,0.0,25.6,0.0
2023-07-27 16:50:00,28.54,0.0,35.27,0.0,23.9,0.0,25.4,0.0
2023-07-27 16:55:00,28.54,0.0,35.11,0.0,23.7,0.0,25.3,0.0
2023-07-27 17:00:00,28.65,0.0,35.01,0.0,23.7,0.0,25.2,0.0
2023-07-27 17:05:00,28.54,0.0,34.8,0.0,23.4,0.0,25.1,0.0
2023-07-27 17:10:00,28.54,0.0,34.64,0.0,23.1,0.0,25.0,0.0
2023-07-28 06:25:00,19.33,0.0,26.49,0.0,18.5,0.0,18.7,0.0
2023-07-28 06:30:00,19.38,0.0,26.55,0.0,18.5,0.0,18.7,0.0
2023-07-28 06:40:00,19.49,0.0,26.65,0.0,18.6,0.0,19.0,0.0
2023-07-28 06:45:00,19.6,0.0,26.81,0.0,18.7,0.0,19.1,0.0
2023-07-28 06:50:00,19.65,0.0,26.91,0.0,18.9,0.0,19.2,0.0
2023-07-28 06:55:00,19.86,0.0,27.02,0.0,19.0,0.0,19.3,0.0
2023-07-28 07:00:00,20.02,0.0,27.02,0.0,19.2,0.0,19.5,0.0
2023-07-28 07:05:00,20.24,0.0,27.18,0.0,19.3,0.0,19.7,0.0
2023-07-28 07:10:00,20.13,0.0,27.28,0.0,19.6,0.0,19.8,0.0
2023-07-28 07:15:00,20.13,0.0,27.49,0.0,19.7,0.0,20.1,0.0
2023-07-28 07:20:00,20.4,0.0,27.91,0.0,19.9,0.0,20.0,0.0
2023-07-28 07:25:00,20.5,0.0,28.23,0.0,19.9,0.0,20.1,0.0
2023-07-28 07:30:00,20.45,0.0,28.38,0.0,19.9,0.0,20.2,0.0
2023-07-28 07:35:00,20.56,0.0,28.49,0.0,20.1,0.0,20.4,0.0
2023-07-28 07:40:00,20.72,0.0,28.65,0.0,20.6,0.0,20.7,0.0
2023-07-28 07:45:00,20.77,0.0,28.81,0.0,21.1,0.0,20.9,0.0
2023-07-28 07:50:00,20.88,0.0,28.96,0.0,20.9,0.0,20.7,0.0
2023-07-28 07:55:00,21.03,0.0,29.02,0.0,21.4,0.0,21.2,0.0
2023-07-28 08:00:00,21.41,0.0,29.07,0.0,21.4,0.0,21.8,0.0
2023-07-28 08:05:00,21.51,0.0,29.02,0.0,21.7,0.0,22.8,0.0
2023-07-28 08:10:00,21.67,0.0,28.91,0.0,21.7,0.0,23.2,0.0
2023-07-28 08:15:00,21.73,0.0,29.07,0.0,22.0,0.0,23.4,0.0
2023-07-28 08:20:00,21.83,0.0,29.23,0.0,22.2,0.0,24.3,0.0
2023-07-28 08:25:00,21.94,0.0,29.44,0.0,21.9,0.0,23.8,0.0
2023-07-28 08:30:00,22.15,0.0,29.8,0.0,22.0,0.0,23.3,0.0
2023-07-28 08:35:00,22.37,0.0,29.91,0.0,22.2,0.0,24.0,0.0
2023-07-28 08:40:00,22.47,0.0,30.22,0.0,22.1,0.0,24.1,0.0
2023-07-28 08:45:00,22.53,0.0,30.54,0.0,21.9,0.0,24.3,0.0
2023-07-28 08:50:00,22.84,0.0,30.54,0.0,22.0,0.0,23.7,0.0
2023-07-28 08:55:00,22.95,0.0,30.54,0.0,22.0,0.0,23.1,0.0
2023-07-28 09:00:00,23.0,0.0,30.64,0.0,21.9,0.0,23.2,0.0
2023-07-28 09:05:00,23.48,0.0,30.7,0.0,22.0,0.0,23.6,0.0
2023-07-28 09:10:00,23.75,0.0,30.96,0.0,22.0,0.0,23.9,0.0
2023-07-28 09:15:00,23.7,0.0,31.38,0.0,22.3,0.0,23.9,0.0
2023-07-28 09:20:00,23.8,0.0,31.8,0.0,22.1,0.0,24.0,0.0
2023-07-28 09:25:00,23.96,0.0,32.27,0.0,22.2,0.0,23.9,0.0
2023-07-28 09:30:00,24.12,0.0,31.85,0.0,22.3,0.0,23.9,0.0
2023-07-28 09:35:00,24.34,0.0,31.59,0.0,22.2,0.0,23.9,0.0
2023-07-28 09:40:00,24.5,0.0,31.54,0.0,22.0,0.0,24.3,0.0
2023-07-28 09:45:00,24.55,0.0,31.85,0.0,22.2,0.0,24.6,0.0
2023-07-28 09:50:00,24.71,0.0,32.22,0.0,22.4,0.0,24.5,0.0
2023-07-28 09:55:00,24.87,0.0,32.54,0.0,22.3,0.0,24.5,0.0
2023-07-28 10:00:00,25.13,0.0,32.64,0.0,22.5,0.0,24.6,0.0
2023-07-28 10:05:00,25.13,0.0,32.85,0.0,22.8,0.0,25.0,0.0
2023-07-28 10:10:00,25.24,0.0,32.96,0.0,22.8,0.0,25.6,0.0
2023-07-28 10:15:00,25.67,0.0,32.75,0.0,22.9,0.0,25.5,0.0
2023-07-28 10:20:00,25.67,0.0,32.96,0.0,23.3,0.0,25.0,0.0
2023-07-28 10:25:00,25.93,0.0,33.48,0.0,23.2,0.0,25.6,0.0
2023-07-28 10:30:00,25.93,0.0,33.22,0.0,23.7,0.0,25.8,0.0
2023-07-28 10:35:00,26.36,0.0,33.01,0.0,23.6,0.0,25.7,0.0
2023-07-28 10:40:00,26.57,0.0,33.64,0.0,24.1,0.0,26.2,0.0
2023-07-28 10:45:00,26.73,0.0,34.22,0.0,25.0,0.0,26.4,0.0
2023-07-28 10:50:00,26.68,0.0,34.64,0.0,25.1,0.0,26.1,0.0
2023-07-28 10:55:00,26.57,0.0,34.9,0.0,24.7,0.0,26.4,0.0
2023-07-28 11:00:00,26.62,0.0,34.22,0.0,24.7,0.0,26.0,0.0
2023-07-28 11:05:00,26.78,0.0,34.11,0.0,24.7,0.0,25.9,0.0
2023-07-28 11:10:00,27.37,0.0,34.9,0.0,24.8,0.0,26.2,0.0
2023-07-28 11:15:00,27.21,0.0,34.43,0.0,25.3,0.0,26.3,0.0
2023-07-28 11:20:00,27.21,0.0,34.53,0.0,25.7,0.0,26.5,0.0
2023-07-28 11:25:00,27.21,0.0,34.38,0.0,25.7,0.0,27.0,0.0
2023-07-28 11:30:00,27.21,0.0,34.8,0.0,25.8,0.0,27.3,0.0
2023-07-28 11:35:00,27.48,0.0,34.85,0.0,25.6,0.0,27.8,0.0
2023-07-28 11:40:00,27.74,0.0,34.9,0.0,25.4,0.0,27.7,0.0
2023-07-28 11:45:00,27.74,0.0,35.16,0.0,25.7,0.0,27.4,0.0
2023-07-28 11:50:00,27.8,0.0,35.32,0.0,25.6,0.0,27.7,0.0
2023-07-28 11:55:00,28.06,0.0,35.27,0.0,25.7,0.0,27.6,0.0
2023-07-28 12:00:00,28.17,0.0,35.69,0.0,25.8,0.0,27.1,0.0
2023-07-28 12:05:00,28.65,0.0,36.21,0.0,25.8,0.0,27.3,0.0
2023-07-28 12:10:00,28.75,0.0,36.27,0.0,26.2,0.0,27.2,0.0
2023-07-28 12:15:00,28.91,0.0,36.43,0.0,26.3,0.0,27.1,0.0
2023-07-28 12:20:00,28.97,0.0,36.11,0.0,26.2,0.0,27.7,0.0
2023-07-28 12:25:00,28.81,0.0,35.53,0.0,26.4,0.0,28.0,0.0
2023-07-28 12:30:00,29.18,0.0,35.69,0.0,26.5,0.0,27.8,0.0
2023-07-28 12:35:00,29.39,0.0,36.16,0.0,26.9,0.0,28.3,0.0
2023-07-28 12:40:00,29.23,0.0,36.43,0.0,26.9,0.0,28.3,0.0
2023-07-28 12:45:00,29.29,0.0,36.64,0.0,26.9,0.0,28.3,0.0
